date,location,indicator,value,description
2020-04-22,Scotland,death_inc_line,44,All deaths (by date of death)
2020-04-22,South East,death_inc_line,83,All deaths (by date of death)
2020-04-22,South West,death_inc_line,31,All deaths (by date of death)
2020-04-22,Wales,death_inc_line,23,All deaths (by date of death)
2020-04-23,East of England,death_inc_line,64,All deaths (by date of death)
2020-04-23,London,death_inc_line,76,All deaths (by date of death)
2020-04-23,Midlands,death_inc_line,134,All deaths (by date of death)
2020-04-23,North East and Yorkshire,death_inc_line,93,All deaths (by date of death)
2020-04-23,North West,death_inc_line,104,All deaths (by date of death)
2020-04-23,Northern Ireland,death_inc_line,16,All deaths (by date of death)
2020-04-23,Scotland,death_inc_line,48,All deaths (by date of death)
2020-04-23,South East,death_inc_line,86,All deaths (by date of death)
2020-04-23,South West,death_inc_line,35,All deaths (by date of death)
2020-04-23,Wales,death_inc_line,18,All deaths (by date of death)
2020-04-24,East of England,death_inc_line,86,All deaths (by date of death)
2020-04-24,London,death_inc_line,75,All deaths (by date of death)
2020-04-24,Midlands,death_inc_line,106,All deaths (by date of death)
2020-04-24,North East and Yorkshire,death_inc_line,102,All deaths (by date of death)
2020-04-24,North West,death_inc_line,105,All deaths (by date of death)
2020-04-24,Northern Ireland,death_inc_line,11,All deaths (by date of death)
2020-04-24,Scotland,death_inc_line,38,All deaths (by date of death)
2020-04-24,South East,death_inc_line,91,All deaths (by date of death)
2020-04-24,South West,death_inc_line,37,All deaths (by date of death)
2020-04-24,Wales,death_inc_line,31,All deaths (by date of death)
2020-04-25,East of England,death_inc_line,62,All deaths (by date of death)
2020-04-25,London,death_inc_line,60,All deaths (by date of death)
2020-04-25,Midlands,death_inc_line,114,All deaths (by date of death)
2020-04-25,North East and Yorkshire,death_inc_line,114,All deaths (by date of death)
2020-04-25,North West,death_inc_line,89,All deaths (by date of death)
2020-04-25,Northern Ireland,death_inc_line,15,All deaths (by date of death)
2020-04-25,Scotland,death_inc_line,47,All deaths (by date of death)
2020-04-25,South East,death_inc_line,89,All deaths (by date of death)
2020-04-25,South West,death_inc_line,27,All deaths (by date of death)
2020-04-25,Wales,death_inc_line,29,All deaths (by date of death)
2020-04-26,East of England,death_inc_line,64,All deaths (by date of death)
2020-04-26,London,death_inc_line,64,All deaths (by date of death)
2020-04-26,Midlands,death_inc_line,127,All deaths (by date of death)
2020-04-26,North East and Yorkshire,death_inc_line,101,All deaths (by date of death)
2020-04-26,North West,death_inc_line,90,All deaths (by date of death)
2020-04-26,Northern Ireland,death_inc_line,14,All deaths (by date of death)
2020-04-26,Scotland,death_inc_line,43,All deaths (by date of death)
2020-04-26,South East,death_inc_line,76,All deaths (by date of death)
2020-04-26,South West,death_inc_line,37,All deaths (by date of death)
2020-04-26,Wales,death_inc_line,16,All deaths (by date of death)
2020-04-27,East of England,death_inc_line,60,All deaths (by date of death)
2020-04-27,London,death_inc_line,53,All deaths (by date of death)
2020-04-27,Midlands,death_inc_line,109,All deaths (by date of death)
2020-04-27,North East and Yorkshire,death_inc_line,103,All deaths (by date of death)
2020-04-27,North West,death_inc_line,88,All deaths (by date of death)
2020-04-27,Northern Ireland,death_inc_line,13,All deaths (by date of death)
2020-04-27,Scotland,death_inc_line,60,All deaths (by date of death)
2020-04-27,South East,death_inc_line,60,All deaths (by date of death)
2020-04-27,South West,death_inc_line,33,All deaths (by date of death)
2020-04-27,Wales,death_inc_line,16,All deaths (by date of death)
2020-04-28,East of England,death_inc_line,68,All deaths (by date of death)
2020-04-28,London,death_inc_line,58,All deaths (by date of death)
2020-04-28,Midlands,death_inc_line,91,All deaths (by date of death)
2020-04-28,North East and Yorkshire,death_inc_line,103,All deaths (by date of death)
2020-04-28,North West,death_inc_line,82,All deaths (by date of death)
2020-04-28,Northern Ireland,death_inc_line,6,All deaths (by date of death)
2020-04-28,Scotland,death_inc_line,40,All deaths (by date of death)
2020-04-28,South East,death_inc_line,68,All deaths (by date of death)
2020-04-28,South West,death_inc_line,28,All deaths (by date of death)
2020-04-28,Wales,death_inc_line,15,All deaths (by date of death)
2020-04-29,East of England,death_inc_line,47,All deaths (by date of death)
2020-04-29,London,death_inc_line,52,All deaths (by date of death)
2020-04-29,Midlands,death_inc_line,107,All deaths (by date of death)
2020-04-29,North East and Yorkshire,death_inc_line,102,All deaths (by date of death)
2020-04-29,North West,death_inc_line,83,All deaths (by date of death)
2020-04-29,Northern Ireland,death_inc_line,14,All deaths (by date of death)
2020-04-29,Scotland,death_inc_line,37,All deaths (by date of death)
2020-04-29,South East,death_inc_line,67,All deaths (by date of death)
2020-04-29,South West,death_inc_line,34,All deaths (by date of death)
2020-04-29,Wales,death_inc_line,26,All deaths (by date of death)
2020-04-30,East of England,death_inc_line,69,All deaths (by date of death)
2020-04-30,London,death_inc_line,44,All deaths (by date of death)
2020-04-30,Midlands,death_inc_line,97,All deaths (by date of death)
2020-04-30,North East and Yorkshire,death_inc_line,95,All deaths (by date of death)
2020-04-30,North West,death_inc_line,88,All deaths (by date of death)
2020-04-30,Northern Ireland,death_inc_line,8,All deaths (by date of death)
2020-04-30,Scotland,death_inc_line,43,All deaths (by date of death)
2020-04-30,South East,death_inc_line,51,All deaths (by date of death)
2020-04-30,South West,death_inc_line,38,All deaths (by date of death)
2020-04-30,Wales,death_inc_line,16,All deaths (by date of death)
2020-05-01,East of England,death_inc_line,75,All deaths (by date of death)
2020-05-01,London,death_inc_line,45,All deaths (by date of death)
2020-05-01,Midlands,death_inc_line,106,All deaths (by date of death)
2020-05-01,North East and Yorkshire,death_inc_line,94,All deaths (by date of death)
2020-05-01,North West,death_inc_line,74,All deaths (by date of death)
2020-05-01,Northern Ireland,death_inc_line,12,All deaths (by date of death)
2020-05-01,Scotland,death_inc_line,48,All deaths (by date of death)
2020-05-01,South East,death_inc_line,73,All deaths (by date of death)
2020-05-01,South West,death_inc_line,11,All deaths (by date of death)
2020-05-01,Wales,death_inc_line,29,All deaths (by date of death)
2020-05-02,East of England,death_inc_line,38,All deaths (by date of death)
2020-05-02,London,death_inc_line,53,All deaths (by date of death)
2020-05-02,Midlands,death_inc_line,79,All deaths (by date of death)
2020-05-02,North East and Yorkshire,death_inc_line,100,All deaths (by date of death)
2020-05-02,North West,death_inc_line,75,All deaths (by date of death)
2020-05-02,Northern Ireland,death_inc_line,12,All deaths (by date of death)
2020-05-02,Scotland,death_inc_line,44,All deaths (by date of death)
2020-05-02,South East,death_inc_line,54,All deaths (by date of death)
2020-05-02,South West,death_inc_line,24,All deaths (by date of death)
2020-05-02,Wales,death_inc_line,14,All deaths (by date of death)
2020-05-03,East of England,death_inc_line,54,All deaths (by date of death)
2020-05-03,London,death_inc_line,42,All deaths (by date of death)
2020-05-03,Midlands,death_inc_line,86,All deaths (by date of death)
2020-05-03,North East and Yorkshire,death_inc_line,76,All deaths (by date of death)
2020-05-03,North West,death_inc_line,77,All deaths (by date of death)
2020-05-03,Northern Ireland,death_inc_line,11,All deaths (by date of death)
2020-05-03,Scotland,death_inc_line,36,All deaths (by date of death)
2020-05-03,South East,death_inc_line,32,All deaths (by date of death)
2020-05-03,South West,death_inc_line,20,All deaths (by date of death)
2020-05-03,Wales,death_inc_line,14,All deaths (by date of death)
2020-05-04,East of England,death_inc_line,36,All deaths (by date of death)
2020-05-04,London,death_inc_line,37,All deaths (by date of death)
2020-05-04,Midlands,death_inc_line,88,All deaths (by date of death)
2020-05-04,North East and Yorkshire,death_inc_line,89,All deaths (by date of death)
2020-05-04,North West,death_inc_line,72,All deaths (by date of death)
2020-05-04,Northern Ireland,death_inc_line,9,All deaths (by date of death)
2020-05-04,Scotland,death_inc_line,40,All deaths (by date of death)
2020-05-04,South East,death_inc_line,58,All deaths (by date of death)
2020-05-04,South West,death_inc_line,30,All deaths (by date of death)
2020-05-04,Wales,death_inc_line,23,All deaths (by date of death)
2020-05-05,East of England,death_inc_line,49,All deaths (by date of death)
2020-05-05,London,death_inc_line,34,All deaths (by date of death)
2020-05-05,Midlands,death_inc_line,88,All deaths (by date of death)
2020-05-05,North East and Yorkshire,death_inc_line,82,All deaths (by date of death)
2020-05-05,North West,death_inc_line,56,All deaths (by date of death)
2020-05-05,Northern Ireland,death_inc_line,6,All deaths (by date of death)
2020-05-05,Scotland,death_inc_line,50,All deaths (by date of death)
2020-05-05,South East,death_inc_line,51,All deaths (by date of death)
2020-05-05,South West,death_inc_line,30,All deaths (by date of death)
2020-05-05,Wales,death_inc_line,17,All deaths (by date of death)
2020-05-06,East of England,death_inc_line,52,All deaths (by date of death)
2020-05-06,London,death_inc_line,42,All deaths (by date of death)
2020-05-06,Midlands,death_inc_line,82,All deaths (by date of death)
2020-05-06,North East and Yorkshire,death_inc_line,78,All deaths (by date of death)
2020-05-06,North West,death_inc_line,64,All deaths (by date of death)
2020-05-06,Northern Ireland,death_inc_line,3,All deaths (by date of death)
2020-05-06,Scotland,death_inc_line,43,All deaths (by date of death)
2020-05-06,South East,death_inc_line,42,All deaths (by date of death)
2020-05-06,South West,death_inc_line,32,All deaths (by date of death)
2020-05-06,Wales,death_inc_line,23,All deaths (by date of death)
2020-05-07,East of England,death_inc_line,49,All deaths (by date of death)
2020-05-07,London,death_inc_line,29,All deaths (by date of death)
2020-05-07,Midlands,death_inc_line,77,All deaths (by date of death)
2020-05-07,North East and Yorkshire,death_inc_line,95,All deaths (by date of death)
2020-05-07,North West,death_inc_line,71,All deaths (by date of death)
2020-05-07,Northern Ireland,death_inc_line,3,All deaths (by date of death)
2020-05-07,Scotland,death_inc_line,39,All deaths (by date of death)
2020-05-07,South East,death_inc_line,47,All deaths (by date of death)
2020-05-07,South West,death_inc_line,31,All deaths (by date of death)
2020-05-07,Wales,death_inc_line,19,All deaths (by date of death)
2020-05-08,East of England,death_inc_line,36,All deaths (by date of death)
2020-05-08,London,death_inc_line,29,All deaths (by date of death)
2020-05-08,Midlands,death_inc_line,65,All deaths (by date of death)
2020-05-08,North East and Yorkshire,death_inc_line,78,All deaths (by date of death)
2020-05-08,North West,death_inc_line,63,All deaths (by date of death)
2020-05-08,Northern Ireland,death_inc_line,6,All deaths (by date of death)
2020-05-08,Scotland,death_inc_line,34,All deaths (by date of death)
2020-05-08,South East,death_inc_line,43,All deaths (by date of death)
2020-05-08,South West,death_inc_line,14,All deaths (by date of death)
2020-05-08,Wales,death_inc_line,13,All deaths (by date of death)
2020-05-09,East of England,death_inc_line,43,All deaths (by date of death)
2020-05-09,London,death_inc_line,25,All deaths (by date of death)
2020-05-09,Midlands,death_inc_line,71,All deaths (by date of death)
2020-05-09,North East and Yorkshire,death_inc_line,66,All deaths (by date of death)
2020-05-09,North West,death_inc_line,45,All deaths (by date of death)
2020-05-09,Northern Ireland,death_inc_line,7,All deaths (by date of death)
2020-05-09,Scotland,death_inc_line,34,All deaths (by date of death)
2020-05-09,South East,death_inc_line,55,All deaths (by date of death)
2020-05-09,South West,death_inc_line,25,All deaths (by date of death)
2020-05-09,Wales,death_inc_line,7,All deaths (by date of death)
2020-05-10,East of England,death_inc_line,35,All deaths (by date of death)
2020-05-10,London,death_inc_line,27,All deaths (by date of death)
2020-05-10,Midlands,death_inc_line,59,All deaths (by date of death)
2020-05-10,North East and Yorkshire,death_inc_line,68,All deaths (by date of death)
2020-05-10,North West,death_inc_line,67,All deaths (by date of death)
2020-05-10,Northern Ireland,death_inc_line,10,All deaths (by date of death)
2020-05-10,Scotland,death_inc_line,27,All deaths (by date of death)
2020-05-10,South East,death_inc_line,31,All deaths (by date of death)
2020-05-10,South West,death_inc_line,13,All deaths (by date of death)
2020-05-10,Wales,death_inc_line,10,All deaths (by date of death)
2020-05-11,East of England,death_inc_line,28,All deaths (by date of death)
2020-05-11,London,death_inc_line,23,All deaths (by date of death)
2020-05-11,Midlands,death_inc_line,54,All deaths (by date of death)
2020-05-11,North East and Yorkshire,death_inc_line,60,All deaths (by date of death)
2020-05-11,North West,death_inc_line,47,All deaths (by date of death)
2020-05-11,Northern Ireland,death_inc_line,2,All deaths (by date of death)
2020-05-11,Scotland,death_inc_line,31,All deaths (by date of death)
2020-05-11,South East,death_inc_line,36,All deaths (by date of death)
